,Bostezo,perCLOS,IndicadorE,IndBostezo,Clase,ClaseTabla
442,1.0006083275276296,0.6568646128486637,1,1.0,0,0
443,1.0072374728213866,0.5969963113169392,1,1.0,1,0
444,0.8075782426958156,0.6820431537222321,1,1.0,0,0
445,0.795306301617693,0.5386551752670614,1,1.0,1,0
446,0.7855326192850404,0.5931540705947189,1,1.0,1,0
447,0.7400728804651852,0.7169273634347607,1,1.0,0,0
453,0.1,0.8735186531436897,0,0.0,0,0
454,0.1,0.9447751045606225,0,0.0,0,0
455,0.1,0.9402067050312215,0,0.0,0,0
456,0.1798013426900833,0.9626935802468249,0,0.0,0,0
457,0.2921332370592721,0.918768287556337,0,0.0,0,0
458,0.13522832965166928,0.9349688685600451,0,0.0,0,0
459,0.1,0.9277794200456222,0,0.0,0,0
460,0.1,0.7193810018736033,1,0.5,0,1
461,0.1,0.33302560454729657,1,0.5,1,1
462,0.1,0.7574159043981119,1,0.5,0,1
463,0.1,0.6537364504355748,1,0.5,0,1
464,0.1,0.8186756151416414,0,0.0,0,0
465,0.1,1.0,0,0.0,0,0
466,0.1,1.0,0,0.0,0,0
469,0.10485118890022538,1.0,0,0.0,0,0
470,0.1,0.7982200820971499,0,0.0,0,0
471,0.1,0.9937189339742929,0,0.0,0,0
472,0.1,0.891277102723322,0,0.0,0,0
473,0.1,0.700669567258519,1,0.5,0,1
474,0.1,0.7225946934490364,1,0.5,0,1
475,0.1,0.8894705157503235,0,0.0,0,0
476,0.1,0.9189056743283267,0,0.0,0,0
477,0.1,0.9813408579896109,0,0.0,0,0
478,0.10444653628010878,0.9492799194217032,0,0.0,0,0
479,0.10578384380310699,0.9007027717499154,0,0.0,0,0
480,0.1,0.9221345531433851,0,0.0,0,0
481,0.1,0.9428221617915862,0,0.0,0,0
482,0.1,0.8986743051121036,0,0.0,0,0
483,0.1,0.9091889960178443,0,0.0,0,0
484,0.1,0.934854402291348,0,0.0,0,0
485,0.1,0.6314707127438068,1,0.5,1,1
486,0.1,0.8827409998736252,0,0.0,0,0
489,0.1,0.9144463414707149,0,0.0,0,0
490,0.1,0.903475411132996,0,0.0,0,0
491,0.1,0.9463928137699253,0,0.0,0,0
492,0.1,0.775648247559596,1,0.5,0,1
493,0.1,0.7167524008950888,1,0.5,0,1
507,0.1,0.6205122510009989,1,0.5,1,1
508,0.1,0.7840783677719829,1,0.5,0,1
509,0.1,0.8424232057069162,0,0.0,0,0
510,0.1,0.8480885787508653,0,0.0,0,0
511,0.1,0.8469991986284269,0,0.0,0,0
512,0.1,0.872465350678495,0,0.0,0,0
513,0.1,0.5224490855594341,1,0.5,1,1
514,0.1,0.6088350034903901,1,0.5,1,1
515,0.1,0.8514918977085134,0,0.0,0,0
516,0.1,0.8491779588733037,0,0.0,0,0
517,0.1,0.850617412761161,0,0.0,0,0
518,0.1,0.8665331977105512,0,0.0,0,0
519,0.1,0.890559895872762,0,0.0,0,0
520,0.1,0.8997610105638779,0,0.0,0,0
521,0.1,0.8774836544207547,0,0.0,0,0
522,0.1,0.8949182377183724,0,0.0,0,0
523,0.1,0.9002465323179376,0,0.0,0,0
524,0.1,0.8872917555054466,0,0.0,0,0
525,0.1,0.8344867326366849,0,0.0,0,0
